question,desired_answer,student_answer,score_me,score_other,score_avg,normalized_t5_score,predicted_score
What is a binary tree?,A tree for which the maximum number of children per node is two.,"A set of zero or more nodes, partitioned into a root node and two possibly empty sets that are binary trees. Thus, each node in a binary tree has at most two children, the left child and the right child.",5,5,5,0.798594594,3.99297297
What is a binary tree?,A tree for which the maximum number of children per node is two.,A tree in which each parent has a maximum of 2 children.,5,5,5,0.7541874647,3.770937324
What is a binary tree?,A tree for which the maximum number of children per node is two.,a tree where each node has at most 2 children.,5,5,5,0.7926561236,3.963280618
What is a binary tree?,A tree for which the maximum number of children per node is two.,a tree with up to two children or a right subtree and/or a left subtree,5,5,5,0.6002943516,3.001471758
What is a binary tree?,A tree for which the maximum number of children per node is two.,"A binary tree is a tree in which all nodes have a maximum of two degrees, or can only have two children each.",5,5,5,0.8359099627,4.179549813
What is a binary tree?,A tree for which the maximum number of children per node is two.,a binary tree is a tree data structure in which each node has at most two children.,5,5,5,0.8029524684,4.014762342
What is a binary tree?,A tree for which the maximum number of children per node is two.,"a tree with only 2 joints, left and right",4,5,4.5,0.5410302877,2.705151439
What is a binary tree?,A tree for which the maximum number of children per node is two.,A binary search tree is a tree that also has the condition that each node may have at maximum 2 children,4,5,4.5,0.7037081718,3.518540859
What is a binary tree?,A tree for which the maximum number of children per node is two.,a tree where each parent can have at max two children.,5,5,5,0.6988689303,3.494344652
What is a binary tree?,A tree for which the maximum number of children per node is two.,a list of numbers that are ordered compared to how they compare to the other numbers already added in the tree,1,3,2,0.5203139782,2.601569891
What is a binary tree?,A tree for which the maximum number of children per node is two.,a tree where each node can have at most 2 children.,5,5,5,0.7926561236,3.963280618
What is a binary tree?,A tree for which the maximum number of children per node is two.,"Starting at the root node, it branches off into one or two subsets that are binary subtrees of the root.  Each node has at most two children, the left child and the right child.",5,5,5,0.7374904752,3.687452376
What is a binary tree?,A tree for which the maximum number of children per node is two.,"A binary tree is a set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root. Each node has at most two children, the left child and the right child.",5,5,5,0.7643198371,3.821599185
What is a binary tree?,A tree for which the maximum number of children per node is two.,a tree that has a maximum of 2 children per node,5,5,5,0.7642843723,3.821421862
What is a binary tree?,A tree for which the maximum number of children per node is two.,a tree with elements that can contain at most two pointers,5,5,5,0.5537624955,2.768812478
What is a binary tree?,A tree for which the maximum number of children per node is two.,A binary tree can have only two children for each node.,5,5,5,0.8210816383,4.105408192
What is a binary tree?,A tree for which the maximum number of children per node is two.,a tree where every parent has only two children,4,5,4.5,0.6021407247,3.010703623
What is a binary tree?,A tree for which the maximum number of children per node is two.,A tree where every node has no more than two children,5,5,5,0.7100909352,3.550454676
What is a binary tree?,A tree for which the maximum number of children per node is two.,"a binary tree is a special search tree where each node has either 2, 1, or 0 children",4,5,4.5,0.6597149372,3.298574686
What is a binary tree?,A tree for which the maximum number of children per node is two.,a binary tree is a special type of tree where each node can only have at maximum 2 children,5,5,5,0.7347565293,3.673782647
What is a binary tree?,A tree for which the maximum number of children per node is two.,A binary tree is a special type of inverted tree in which each element has only two branches below it.,4,5,4.5,0.7089086175,3.544543087
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A tree data structure where each node has a value, where the total order is defined on these values.  the left subtree contains only values less than the parent node, and vice versa for the right subtree.",5,5,5,0.8017222881,4.008611441
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,A binary search tree is a binary tree where the value in any node 'n' is greater than the value in every node in n's left subtree but less than every node in n's right subtree.,5,5,5,0.7210695148,3.605347574
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A binary tree where the value in any node n is greater than the value in every node in n's left subtree, but less than the value of every node in n's right subtree.",5,5,5,0.7329666615,3.664833307
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A binary tree where the search key in any node n is greater than the search key in any node in n's left subtree, but less than the search key in any node in n's right subtree.",5,5,5,0.7171286941,3.58564347
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A tree which is split based on values. This makes it very easy to search. One can compare the desired value to the root, and if the root is greater than, we search the left side of the tree, if it is less than, we search the right side... and do the same thing recursively. ",5,5,5,0.7431081533,3.715540767
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,a tree where each node has at most two nodes and the node on the left is less than the root and the node on the right is greater than the root.,4,5,4.5,0.8247274756,4.123637378
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,a special binary tree that has a rule that all the subtrees on the right are smaller than the node value and all the subtrees on the left are larger than the node value,5,3,4,0.7509324551,3.754662275
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"Binary search trees are similar to binary trees, but have been implemented to organize data in a specific way for later searching.",3,4,3.5,0.7262912393,3.631456196
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"it is a binary tree where each node has a value, a total order is defined on these values, the left subtree of a node contains only values less than the node's value, and the right subtree of a node contains only values greater than or equal to the node's value.",5,5,5,0.7426595092,3.713297546
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,A binary tree with the data organized in a specific arangment,2,3,2.5,0.5520836115,2.760418057
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A binary search tree is a tree that also has the condition that each node may have at maximum 2 children and where the input data is compared to the data in the tree starting with the root. If the value is smaller than the root it traverses left, if it is larger it traverses right until it becomes a leaf.",4,5,4.5,0.795349896,3.97674948
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,a binary tree in which the data is in order from left to right.,4,4,4,0.6931327581,3.465663791
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,a tree that is set up so that it can be easily searched for numbers based on the location compared to the previous nodes.,3,4,3.5,0.6823048592,3.411524296
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"a binary tree where the children are ordered such that the right side is greater than the current node, and the left is less than or equal the current node.",5,5,5,0.7689918876,3.844959438
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A binary tree where the value in any node n is greater than the value in every node n's left subtree, but less than every value in n's right subtree.",5,5,5,0.7270956635,3.635478318
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,A binary search tree is a finite set of nodes that is either empty or consits of a root and two disjoint binary trees call the left and right subtrees.,1,4,2.5,0.7636679411,3.818339705
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,it is similar to a binary tree.  The keys in a nonempty left subtree (right subtree) are smaller (larger) than the key in the root of subtree.  the values in all nodes in the left subtree of a node are less than             the node value  the values in all nodes in the right subtree of a node are greater    than the node values,5,5,5,0.8021690249,4.010845125
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"a set of numbers arranged by links. each node can contain two pointers to other elements. each node to the left of the parent is smaller and each node to the right is larger. recursive implementation implies that if traversed in order, the output would be sorted",5,4,4.5,0.7887185812,3.943592906
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A binary search tree is a special binary tree arranged such that every left child node contains a value less than its parent, and every right child node contains a value greater its parent.",5,5,5,0.8042504787,4.021252394
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"a binary tree with a special organization of data. where the left child of the element is less than it, and the right child is larger than it.",5,5,5,0.7946182489,3.973091245
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,A tree in which the smaller values are located on the left of a parent node and the larger values are located on the right of the parent node.,5,5,5,0.834723413,4.173617065
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"a binary search tree is a special tree in which each node has at most two children, labeled left child and right child",1,4,2.5,0.7894847989,3.947423995
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"it is a binary tree where each node has a unique key, the left child of a node has only values less than that node, and the right child of each node has higher values than that node.",5,5,5,0.7848774195,3.924387097
What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"Binary search trees are a fundamental data structure used to construct more abstract data structures such as sets, multisets, and associative arrays.",2,3,2.5,0.6272128224,3.136064112
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","For every node in the binary tree we first visit its left sub-tree (if its there) and then visit the parent node itself, and then the right sub-tree (if its there).",5,5,5,0.84543401,4.22717005
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",The inorder traversal of a binary tree visits the node of a binary tree in order according to their data values.,2,3,2.5,0.6121290326,3.060645163
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",Traverses the binary tree in inorder.  It lets you visit the nodes in order according to their data values.,2,4,3,0.69409132,3.4704566
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",Its used to visit nodes of a binary search tree in a search key order.,3,4,3.5,0.6330459118,3.165229559
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",(Left side of tree) (Root) (Right side of tree),5,5,5,0.7372666001,3.686333001
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",printing a tree in order from least to greatest. This done by going as far left down the tree as possible and printing the parent and then right tree. Then move up the tree.,5,5,5,0.7096818089,3.548409045
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","The in order is to go from left,root,right",5,5,5,0.7211375833,3.605687916
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","Inorder traversal of a binary tree will retrieve start at the furthest left hand leaf and checks it, it’s parent, and it’s right side sibling, then it goes up a level and repeats until it gets to the root.",4,5,4.5,0.7881522775,3.940761387
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",traverse the left subtree. visit the root. traverse the right subtree.,5,5,5,0.8640277982,4.320138991
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",postorder,0,3,1.5,0.2184111029,1.092055514
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",in order starts with the root then does right child then left child recursively,0,3,1.5,0.6531879306,3.265939653
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",Left Child -&gt; Parent -&gt; Right Child,5,5,5,0.6082509756,3.041254878
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",it goes from lowest to highest inside of the tree,1,3,2,0.4514967501,2.257483751
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","starting by displaying the node furthest to the right, then  the node, then the node on the right, in recursive order.",3,5,4,0.7477855682,3.738927841
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",It travels left to right,3,4,3.5,0.5091900826,2.545950413
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",void inorder(ptNode ptr) { if (ptr) { inorder (ptr-&gt;left); cout&lt;&lt;ptr-&gt;data; inorder(ptr-&gt;right); } },5,5,5,0.6354334354,3.177167177
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","the root is in the middle.  The left subtree is traversed first, then the root, and finally the right subtree.",5,5,5,0.8731098175,4.365549088
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","a traversal that visits the left branch first, then the parent node, then the right branch, recursively.",5,5,5,0.8339751959,4.169875979
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","Inorder traversal visits the left branch of a node (all the way to it's deepest left-most leaf) before visiting the node itself. After visiting the entire left branch and the node, it visits the node's right branch following the same pattern of left child, node, right child.",5,5,5,0.7978431582,3.989215791
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",left middle right,5,5,5,0.3504325449,1.752162725
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","You traverse all the nodes to the left, then visit the root, then traverse all the nodes on the right.",5,5,5,0.8386018276,4.193009138
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","you would go to the furthest down left most node, then to the root then to the right (if left and right exist) then you would return one node previous and do the same until you reached the root, then go to the furthest down left most node on the right side of the root and continue this process",5,5,5,0.7386208177,3.693104088
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","it means that you traverse one subtree of a node, then look at the node itself before traversing the other subtree of the node",4,4,4,0.7372207046,3.686103523
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","Level order traversal is a traversal method by which levels are visited successively starting with level 0 (the root node), and nodes are visited from left to right on each level, with Push and Pop methods. ",0,4,2,0.7618017197,3.809008598
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,This is on the runtime order of log(n) where n is the number of nodes in the binary tree.,5,5,5,0.7540980577,3.770490289
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,In a binary search tree of size 'n' it takes log(n) comparisons to find a specified element.,5,5,5,0.744871974,3.72435987
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,n-1/2 is the algorithm to compare and find an element.,0,4,2,0.6709323525,3.354661763
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,At most its equivalent to the height of the tree.,5,5,5,0.6450349689,3.225174844
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,Log(n),5,5,5,0.6261848211,3.130924106
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,O(log n),5,5,5,0.6617549062,3.308774531
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,Depends on what half of the tree and the levels you have.,3,4,3.5,0.6542456746,3.271228373
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,O(log n) in balanced trees,5,5,5,0.6703495383,3.351747692
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,n-1,2,3,2.5,0.4751177728,2.375588864
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,log(n),5,5,5,0.6288978457,3.144489229
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,O(nlog(n)),0,5,2.5,0.6620390415,3.310195208
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,nLog(n),0,4,2,0.628147006,3.14073503
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,logn,5,5,5,0.2559179366,1.279589683
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,"at the minimum log(n)/log(2), at the maximum N searches, where N is the number of nodes.",4,5,4.5,0.7388674617,3.694337308
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,O(n),2,4,3,0.4702012539,2.351006269
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,It takes at most 3 comparisons to find and element in a binary search tree,0,3,1.5,0.357956022,1.78978011
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,log (n)   where n equals the number of nodes.,5,5,5,0.7175686359,3.58784318
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,it takes as many comparisons as the number of levels of the binary search tree. it only compares one number at each level,5,5,5,0.6539021134,3.269510567
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,At most it takes one less comparisons than the tree's height. In big-O notation it takes O(log n) comparisons if the tree is balanced.,5,5,5,0.7563406229,3.781703115
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,O(log n),5,5,5,0.6617549062,3.308774531
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,log n comparisons,5,5,5,0.5054708719,2.52735436
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,(n^k)-1   where k is the height of the tree,0,3,1.5,0.6762033105,3.381016552
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,"it takes h comparisons, where h is the height of the tree",5,5,5,0.6095942259,3.047971129
How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,2 way key comparison,0,2,1,0.482947737,2.414738685
What are the elements typically included in a class definition?,Function members and data members.,"The name of the class file, the parameters it must take to perform its function.  Also a brief description of what the class does.",1.5,3.75,2.625,0.7043948174,3.521974087
What are the elements typically included in a class definition?,Function members and data members.,"access specifiers and functions, oftentimes a constructor.",3,3,3,0.6424845457,3.212422729
What are the elements typically included in a class definition?,Function members and data members.,"The elements typically included in a class definition are the function prototypes, usually declared public, and the data members used in the class, which are usually declared private.",5,5,5,0.7087975144,3.543987572
What are the elements typically included in a class definition?,Function members and data members.,"Class is user defined.  It contains members, data and functions.  The keyword class is used and includes brackets ({})",2.5,5,3.75,0.7059688568,3.529844284
What are the elements typically included in a class definition?,Function members and data members.,Member functions and data members.,5,5,5,0.8203081489,4.101540744
What are the elements typically included in a class definition?,Function members and data members.,the functions and variables used when the object is defined for the class.,5,3,4,0.7692885995,3.846442997
What are the elements typically included in a class definition?,Function members and data members.,"Data members, functions and function definitions, variables.",5,5,5,0.7809481621,3.90474081
What are the elements typically included in a class definition?,Function members and data members.,return type and input parameters,1.5,2.5,2,0.4981173575,2.490586787
What are the elements typically included in a class definition?,Function members and data members.,Constructor Data members Methods,5,4,4.5,0.7708043456,3.854021728
What are the elements typically included in a class definition?,Function members and data members.,"Function members and member attributes, or in other words, the class variables and functions.",5,5,5,0.8399929404,4.199964702
What are the elements typically included in a class definition?,Function members and data members.,"The elements that are included in a class definition is the access-modifier, data types, variables, and function signatures.",4,4,4,0.7174551487,3.587275743
What are the elements typically included in a class definition?,Function members and data members.,The variables and function prototypes.,5,3,4,0.7405934334,3.702967167
What are the elements typically included in a class definition?,Function members and data members.,public and private variables and initiations of functions included in the class.,4.5,2.5,3.5,0.7416579127,3.708289564
What are the elements typically included in a class definition?,Function members and data members.,The return value and the accepted value.,1.5,1.25,1.375,0.6865805387,3.432902694
What are the elements typically included in a class definition?,Function members and data members.,"A class definition typically includes the class name, the classes constructor(s), and any extra functions and class variables.",5,2.5,3.75,0.7067539096,3.533769548
What are the elements typically included in a class definition?,Function members and data members.,"Parameters and their type, Class name, and return type, and the code to be executed in the class.",2,3.75,2.875,0.6670463681,3.335231841
What are the elements typically included in a class definition?,Function members and data members.,"data members, class variables, and functions",5,5,5,0.6530204415,3.265102208
What are the elements typically included in a class definition?,Function members and data members.,"Constructor, functions, and variables native to the class.",5,3,4,0.7341252565,3.670626283
What are the elements typically included in a class definition?,Function members and data members.,functions and data members,5,5,5,0.689714551,3.448572755
What are the elements typically included in a class definition?,Function members and data members.,data members and function definitions,5,5,5,0.737972796,3.68986398
What are the elements typically included in a class definition?,Function members and data members.,member functions and data members,5,5,5,0.7485931516,3.742965758
What are the elements typically included in a class definition?,Function members and data members.,"constructor, and function definitions.",3.5,2.5,3,0.6641287208,3.320643604
What are the elements typically included in a class definition?,Function members and data members.,class name data of class definition of functions and methods,5,3.75,4.375,0.6409522295,3.204761147
What are the elements typically included in a class definition?,Function members and data members.,"A class definition includes the definitions of the class' constructor(s) and any public or private functions. Of course, it also #includes the class header and any necessary C libraries",3,2.5,2.75,0.6863862872,3.431931436
What are the elements typically included in a class definition?,Function members and data members.,"Class name, {}, semicoln at the end of the defination, private and bublic followed by "": """,2.5,2.5,2.5,0.6223190427,3.111595213
What are the elements typically included in a class definition?,Function members and data members.,"a constructor, private and public variables, and function prototypes",5,2.5,3.75,0.6434726119,3.21736306
What are the elements typically included in a class definition?,Function members and data members.,"Data variables and Functions, Data members",5,5,5,0.8127848506,4.063924253
What are the elements typically included in a class definition?,Function members and data members.,class definitions include the name of the class and type of parameters,1.5,3.75,2.625,0.5739764571,2.869882286
What are the elements typically included in a class definition?,Function members and data members.,"class variables, class function prototypes",5,3.75,4.375,0.714165926,3.57082963
What are the elements typically included in a class definition?,Function members and data members.,input  & return type elements,1.5,3,2.25,0.4788953364,2.394476682
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,Public and private specifiers.,5,5,5,0.7926288843,3.963144422
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Public, Private, Restricted",4.5,4.75,4.625,0.6233147979,3.116573989
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,The access specifiers are public and private.,5,5,5,0.6840899587,3.420449793
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public private protected,5,4.75,4.875,0.5760076046,2.880038023
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,Public or Private.,5,5,5,0.8823441863,4.411720932
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public: the function or variable can be used outside the class private: the function or variable can only be used with the class,5,5,5,0.5313246846,2.656623423
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,Public and Private,5,5,5,0.662522316,3.31261158
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public private and protected,5,4.75,4.875,0.5760076046,2.880038023
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,Public Private,5,5,5,0.662522316,3.31261158
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Private, public, protected",5,4.75,4.875,0.6245101094,3.122550547
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,The access-specifiers that can be used in a C++ class definition is private and public.,5,5,5,0.7852469683,3.926234841
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public and private.,5,5,5,0.8794528842,4.397264421
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"static, long, unsigned",0,1.25,0.625,0.5331671834,2.665835917
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Private, Public, Protected, or Friend.",5,4.75,4.875,0.5993200541,2.99660027
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"A C++ class definition may include access-specifiers public, private, and static.",4,5,4.5,0.6579024196,3.289512098
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"local, global, local-variable, function specific",1.5,2.5,2,0.4747409523,2.373704761
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public, private",5,5,5,0.701628983,3.508144915
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Public, protected, and private.",5,4.75,4.875,0.7245919108,3.622959554
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"private, public",5,5,5,0.707519412,3.53759706
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public - can be accessed by any of the program  private - can only be accessed by the class functions themselves and no outside functions or calls,5,5,5,0.5494389534,2.747194767
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public , private, protected",5,5,5,0.5522892475,2.761446238
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public and private,5,5,5,0.6037477255,3.018738627
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public, private, protected",5,4.75,4.875,0.5522892475,2.761446238
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"functions and data members can be given access-specifications of public, private, and friend. public access is given to any functions or members not given specific access rights.",5,4.75,4.875,0.5943912864,2.971956432
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,data member or data functions are access specifiers,0,1.25,0.625,0.4152005017,2.076002508
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public or private,5,5,5,0.6037477255,3.018738627
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public and private,5,5,5,0.6037477255,3.018738627
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public and private,5,5,5,0.6037477255,3.018738627
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public - can be accessed from outside the class private - accessible only from inside the class, not inherited protected - accessible only from inside the class, inherited",5,4.75,4.875,0.5712934732,2.856467366
What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public private protected,5,5,5,0.5760076046,2.880038023
How are objects initialized when they are created?,By using constructors.,ie. GradeBook myGradeBook();  call upon the class and then give it a name like shown,0,2.5,1.25,0.5651257634,2.825628817
How are objects initialized when they are created?,By using constructors.,They are initialized as a named instance of the template formed by the class. This named instance can then be modified to be different from the class that it was created from.,3,3.75,3.375,0.6291697621,3.145848811
How are objects initialized when they are created?,By using constructors.,not answered,0,0,0,0.3385434151,1.692717075
How are objects initialized when they are created?,By using constructors.,Objects are initialized by a value given.  When an object is defined for a certain task.,2,2.5,2.25,0.6892753243,3.446376622
How are objects initialized when they are created?,By using constructors.,"They are initialized with a "" . "" (dot) between the constructor and the object being created.",0,4.5,2.25,0.6439062953,3.219531476
How are objects initialized when they are created?,By using constructors.,objectname classname();  to call a function from the class:  objectname.funciton();,0,2.5,1.25,0.574683249,2.873416245
How are objects initialized when they are created?,By using constructors.,"If the object refers to a class, the constructor(s) will initialize the objects based on return type and parameters passed. Compiler will auto-create one if one is not provided.",5,5,5,0.6932281256,3.466140628
How are objects initialized when they are created?,By using constructors.,classname objectname(input parameters);,3,2.5,2.75,0.5507691503,2.753845751
How are objects initialized when they are created?,By using constructors.,When the class is called by the Constructor,2,5,3.5,0.6426333189,3.213166595
How are objects initialized when they are created?,By using constructors.,"Constructors; default when not provided by user, or programmer specified constructors.",5,5,5,0.7166656852,3.583328426
How are objects initialized when they are created?,By using constructors.,Objects are usually initialized at the beginning of the program and are initialized usually in the main function. They are initialized after the class's name.,1,3.75,2.375,0.6702106595,3.351053298
How are objects initialized when they are created?,By using constructors.,"&lt;variable type&gt; &lt;variable name&gt;; or, if you want to initialize a variable to a certain value, &lt;variable type&gt; &lt;variable name&gt; = &lt;value&gt;;",1,3.75,2.375,0.3917612731,1.958806366
How are objects initialized when they are created?,By using constructors.,"variables are set to a given value, or 0 if none is given.",1,1.25,1.125,0.6074541211,3.037270606
How are objects initialized when they are created?,By using constructors.,"When the object is initialized, its constructor is called (whether one is provided or c++ assigns a default constructor).",5,5,5,0.7069606185,3.534803092
How are objects initialized when they are created?,By using constructors.,"Objects are initialized essentially as copies of the corresponding classes, complete with their own separate variables.",2,3,2.5,0.6298428178,3.149214089
How are objects initialized when they are created?,By using constructors.,"If you had a class Gradebook, you would initialize it in your main function by use of a constructor in the Gradebook class.  If no constructor is specified or found, c++ will use a default one with no parameters.  Gradebook myGradebook;  In this bit of code, the class Gradebook has been initialized as object myGradebook.",5,5,5,0.6452721357,3.226360679
How are objects initialized when they are created?,By using constructors.,objects are initialized by stating the classname first then assigning a name to the object. Within the object's ( ) is a place where it can be initialized.,3,3.75,3.375,0.690720439,3.453602195
How are objects initialized when they are created?,By using constructors.,They are initialized with a constructor.,5,5,5,0.6639396548,3.319698274
How are objects initialized when they are created?,By using constructors.,"The value is specified after declaration,  It can initialized anywhere between the declaration and the corresponding }.",1,3.75,2.375,0.5890247822,2.945123911
How are objects initialized when they are created?,By using constructors.,"with the default constructor for that object in its class.  if no constructor is specified, it uses the default system constructor.",4,5,4.5,0.7150685191,3.575342596
How are objects initialized when they are created?,By using constructors.,initialized using the same name as the class,1,4,2.5,0.512429595,2.562147975
How are objects initialized when they are created?,By using constructors.,they are initialized to a value dependent on the compiler,1,1.25,1.125,0.4041899145,2.020949572
